Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
50069.*A,AIRPORT,BCV,2021-02-25,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,BIRCHWOOD,BIRCHWOOD,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519-6900",(907) 338-1466,TOM GRMAN,"5300 E. TUDOR ROAD, STATE OF ALASKA DOTPF CR","ANCHORAGE, AK 99507-1249",907-338-1432,061-24-57.9200N,221097.9196N,149-30-29.9000W,0538229.9021W,E,83,S,19E,2010,,ANCHORAGE,02,NW,196,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,ENA,KENAI,907-283-7211,1-866-864-1737,,,,BCV,Y,1949-10-01,O,,NGY,NO OBJECTION,,,,,F,C,2020-09-16,,100LL,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,,123.000,Y,CG,,,301,6,0,1,1,0,0,,,,35044,35044,100,2019-12-31,FAA,2018-12-21,FAA,2018-12-21,,"HGR,TIE","CHTR,GLD,INSTR,RNTL",Y-L,PABV,N/A,Local
50070.*A,AIRPORT,5BK,2021-02-25,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,BLACK RAPIDS,BLACK RAPIDS,PU,PU,BUREAU OF LAND MGMT,P.O. BOX 147,"GLENALLEN, AK 99588",907-822-3217,BRENDA BECKER,P.O. BOX 147,"GLENALLEN, AK 99588",907-822-3217,063-32-06.5300N,228726.5270N,145-51-39.1900W,0525099.1900W,E,2125,E,28E,1985,,ANCHORAGE,00,N,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,N,1950-09-01,O,,,NO OBJECTION,,,,,S,S,2020-08-14,,,,,,,,,N,,122.900,N,,,,,,,,,,,,,10,,50,50,2019-12-31,,,,,,TIE,,N,,,
50412.9*A,AIRPORT,IAN,2021-02-25,AAL,NONE,AK,ALASKA,NORTHWEST ARCTIC,AK,KIANA,BOB BAKER MEML,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,BOX 55,"KOTZEBUE, AK 99752",907-442-3147,066-58-34.0500N,241114.0470N,160-26-19.2900W,0577579.2860W,E,181,S,12E,2020,,NOME,01,N,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,OTZ,KOTZEBUE,907-442-3310,1-800-478-7460,FAI,FAIRBANKS,1-866-248-6516,IAN,Y,1958-07-01,O,,NGSY,NO OBJECTION,N,N,N,Y,C,C,2017-07-02,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.700,Y,CG,N,,0,0,0,0,0,0,0,,,5000,,,,2016-12-31,3RD PARTY SURVEY,2015-04-14,3RD PARTY SURVEY,2015-04-14,,,CHTR,Y-L,PAIK,N/A,Local
50033.5*A,AIRPORT,A13,2021-02-25,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,ANCHORAGE,BOLD,PU,PU,STATE OF AK DNR,18620 SEWARD HWY,"ANCHORAGE, AK 99516",907-688-0910,"KEITH WILSON, PARK RANGER","DNR, DIV OF PARKS & OUTDOOR REC, 18620 SEWARD HWY","ANCHORAGE, AK 99516",907-688-0910,061-20-28.8200N,220828.8200N,148-59-55.9700W,0536395.9700W,E,900,E,25E,1985,,ANCHORAGE,30,ENE,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,1990-08-01,O,,,NOT ANALYZED,,,,,S,S,2020-08-13,1990-05-16,,,,,,,,N,,122.900,N,,,,,,,,,,,,,,,200,,2019-12-31,REGION,2002-05-14,,,,TIE,,Y,,,
50072.*A,AIRPORT,BYA,2021-02-25,AAL,NONE,AK,ALASKA,SOUTHEAST FAIRBANKS,AK,BOUNDARY,BOUNDARY,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,DENNIS BISHOP,PO BOX 356,"TOK, AK 99780",907-883-5128,064-04-41.8900N,230681.8900N,141-06-48.1500W,0508008.1500W,E,2940,E,31E,1985,,DAWSON,00,W,45,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,ORT,NORTHWAY,907-778-2219,1-800-478-6611,FAI,FAIRBANKS,1-866-248-6516,ORT,Y,,O,,N,NOT ANALYZED,,,,Y,C,C,2019-06-18,1998-07-14,,,,,,,,N,,122.900,Y,,,,0,0,0,0,0,0,0,,,100,,150,,2018-12-31,,,,,,,CARGO,Y,,N/A,Basic
50072.5*A,AIRPORT,KTS,2021-02-25,AAL,NONE,AK,ALASKA,NOME,AK,BREVIG MISSION,BREVIG MISSION,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-2200,DARRIN OTTON,BOX 1048,"NOME, AK 99762",907-443-2500,065-19-52.8000N,235192.8000N,166-27-56.6000W,0599276.6000W,E,38.1,S,09E,2020,,NOME,00,E,344,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,KTS,Y,,O,,NGSY,NOT ANALYZED,,,,,C,C,2017-07-20,,,,,,,SEE RMK,SS-SR,N,,123.000,Y,CG,,,0,0,0,0,0,0,0,,,70,,,,2016-12-31,NGS,2007-06-25,NGS,2007-06-25,,,,Y-L,PFKT,N/A,Local
50073.1*A,AIRPORT,BVK,2021-02-25,AAL,NONE,AK,ALASKA,NORTHWEST ARCTIC,AK,BUCKLAND,BUCKLAND,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER ROAD,"FAIRBANKS, AK 99701",907-451-2200,ALVIN WERNEKE,PO BOX 55,"KOTZEBUE, AK 99752",907-442-3147,065-58-53.6000N,237533.6000N,161-08-56.9000W,0580136.9000W,E,29,S,11E,2020,,NOME,01,SW,184,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,OTZ,KOTZEBUE,907-442-3310,1-800-478-7460,FAI,FAIRBANKS,1-866-248-6516,BVK,Y,,O,,N,NO OBJECTION,,,,Y,C,C,2017-07-04,1985-12-31,,,,,,SEE RMK,SS-SR,N,,122.900,Y,CG,,,1,0,0,0,0,0,0,,,4250,,,,2016-12-31,3RD PARTY SURVEY,2010-07-24,3RD PARTY SURVEY,2010-07-24,,TIE,CARGO,Y-L,PABL,N/A,Local
50090.*A,AIRPORT,CEM,2021-02-25,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CENTRAL,CENTRAL,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,TOM WILLIAMS,2301 PEGER ROAD,"FAIRBANKS, AK 99709",907-451-5276,065-34-26.2000N,236066.2000N,144-46-51.2000W,0521211.2000W,E,936.8,S,20E,2015,,DAWSON,00,NNE,97,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,1947-09-01,O,,N,NO OBJECTION,,,,Y,C,C,2019-06-18,1990-09-18,,,,,,SEE RMK,SS-SR,N,,122.900,Y,CG,,,2,0,0,0,0,0,0,,,2500,1000,500,,2018-12-31,NGS,2007-07-20,NGS,2007-07-20,,TIE,CARGO,Y-L,PACE,N/A,Basic
50092.*A,AIRPORT,CIK,2021-02-25,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CHALKYITSIK,CHALKYITSIK,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",(907) 451-5280,SCOTT RANDBY,2301 PEGER RD,"FAIRBANKS, AK 99709",(907) 451-5280,066-38-42.1000N,239922.1000N,143-44-23.6000W,0517463.6000W,E,548.5,S,18E,2020,,DAWSON,00,SW,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,1958-09-01,O,,N,NO OBJECTION,,,,,F,C,2017-06-13,1986-03-12,,,,,,SEE RMK,SEE RMK,N,,122.900,Y,CG,,,0,0,0,0,0,0,0,,,500,,150,,2016-12-31,3RD PARTY SURVEY,2012-06-28,3RD PARTY SURVEY,2012-06-28,,,CARGO,Y-L,PACI,N/A,Basic
50094.3*A,AIRPORT,WCR,2021-02-25,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CHANDALAR LAKE,CHANDALAR LAKE,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,2301 PEGER RD,"FAIRBANKS, AK 99709",907-452-2207,067-30-16.2600N,243016.2600N,148-28-59.6000W,0534539.6000W,E,1920,E,22E,2010,,FAIRBANKS,00,N,211,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,WCR,Y,1958-08-01,O,,N,NOT ANALYZED,,,,Y,C,S,2020-06-06,,,,,,,,,N,,122.900,Y,,,,0,0,0,0,0,0,0,,,100,100,100,,2019-12-31,ADO,2000-07-25,ADO,2000-07-25,,TIE,CARGO,Y,PALR,N/A,Basic
50093.95*A,AIRPORT,5CD,2021-02-25,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CHANDALAR CAMP,CHANDALAR SHELF,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER ROAD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,,"FAIRBANKS, AK 99709",907-451-2207,068-03-55.5800N,245035.5820N,149-34-47.0600W,0538487.0610W,E,3222,E,28E,1985,,FAIRBANKS,00,W,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,1976-05-01,O,,N,NO OBJECTION,,,,Y,S,S,2020-06-05,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,,,0,0,0,0,0,0,0,,,2500,1600,7200,,2019-12-31,,,,,,,,Y,,N/A,Basic
50095.12*A,AIRPORT,CFK,2021-02-25,AAL,NONE,AK,ALASKA,BETHEL,AK,CHEFORNAK,CHEFORNAK,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196000,"ANCHORAGE, AK 99519-6900",907-269-0760,JOSEPH LARAUX,BOX 505,"BETHEL, AK 99559",907-543-2495,060-08-12.5000N,216492.5000N,164-16-44.6000W,0591404.6000W,E,54.1,S,17E,1985,,BETHEL,01,S,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,1974-06-01,O,,N,,,,,Y,S,C,2017-07-02,,,,,,,SEE RMK,SEE RMK,N,,122.700,Y,CG,,,0,0,0,0,0,0,0,,,2200,50,,,2016-12-31,3RD PARTY SURVEY,2015-07-14,3RD PARTY SURVEY,2015-07-14,,,,Y-L,PACK,N/A,Local
50095.7*A,AIRPORT,C05,2021-02-25,AAL,NONE,AK,ALASKA,VALDEZ-CORDOVA,AK,CHENEGA,CHENEGA BAY,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519-6900",(907) 269-0783,SEAN MONTGOMERY/CARL HIGH,P. O. BOX 1327,"SOLDOTNA, AK 99669",(907) 262-2199,060-04-42.8200N,216282.8200N,147-59-41.0400W,0532781.0450W,E,68.9,E,19E,2010,,SEWARD,01,NE,123,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,JNU,JUNEAU,907-586-7380,1-866-297-2236,,,,JNU,Y,1994-09-01,O,,NGY,NO OBJECTION,,,,,2,S,2020-06-27,1994-08-02,,,,,,SEE RMK,SEE RMK,N,,122.900,Y,CG,,,0,0,0,0,0,0,0,,,,,,,2019-12-31,FAA,2011-07-10,STATE,2012-01-03,,,,Y-L,PFCB,N/A,Basic
50096.22*A,AIRPORT,VAK,2021-02-25,AAL,NONE,AK,ALASKA,KUSILVAK,AK,CHEVAK,CHEVAK,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519-6900",907-269-0749,JOSEPH LARAUX,2016 AIRPORT ROAD,"BETHEL, AK 99559",(907) 543-2498,061-32-27.0000N,221547.0000N,165-36-03.2000W,0596163.2000W,E,60.7,,09E,2020,,BETHEL,01,N,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,VAK,Y,1973-08-01,O,,N,NO OBJECTION,N,N,N,Y,F,C,2017-06-29,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,122.800,123.000,Y,CG,N,,0,0,0,0,0,0,0,,,,,,,2016-12-31,3RD PARTY SURVEY,2013-06-21,3RD PARTY SURVEY,2013-06-21,,,,Y-L,PAVA,N/A,Local
50097.*A,AIRPORT,CKX,2021-02-25,AAL,NONE,AK,ALASKA,SOUTHEAST FAIRBANKS,AK,CHICKEN,CHICKEN,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,DENNIS BISHOP,P.O. BOX 356,"TOK, AK 99780",907-883-5128,064-04-00.3100N,230640.3050N,141-57-04.8500W,0511024.8500W,E,1640,E,30E,1985,,DAWSON,00,SW,68,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ORT,NORTHWAY,907-778-2219,1-800-478-6611,FAI,FAIRBANKS,1-866-248-6516,ORT,Y,1949-11-01,O,,NGY,NO OBJECTION,N,N,N,N,C,C,2019-06-18,,MOGAS,NONE,NONE,NONE,NONE,,,N,122.800,122.800,Y,,N,,0,0,0,0,0,0,0,,,125,300,50,,2018-12-31,FAA-EST,2014-04-02,ADO,2014-03-11,,TIE,CARGO,Y,,N/A,Basic
50097.53*A,AIRPORT,AJC,2021-02-25,AAL,NONE,AK,ALASKA,LAKE AND PENINSULA,AK,CHIGNIK,CHIGNIK,PU,PU,ALASKA DOT&PF SOUTHCOAST REGION,P.O. BOX 196900,"ANCHORAGE, AK 99519-6900",907-269-0760,PAUL HANSEN,BOX 65,"KING SALMON, AK 99613",907-246-3325,056-18-41.2700N,202721.2655N,158-22-23.6600W,0570143.6575W,E,18.3,S,16E,2005,,KODIAK,02,NE,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,AJC,Y,1968-06-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2020-08-11,,,NONE,NONE,NONE,NONE,,,N,,122.800,Y,,N,,0,0,0,0,0,0,0,,,1420,200,500,,2019-12-31,FAA-EST,2020-09-09,FAA,2014-08-12,,TIE,,Y,PAJC,N/A,Basic
50097.51*A,AIRPORT,KCL,2021-02-25,AAL,NONE,AK,ALASKA,LAKE AND PENINSULA,AK,CHIGNIK LAGOON,CHIGNIK LAGOON,PU,PU,ALASKA DOT&PF SOUTHCOAST REGION,P.O. BOX 112506,"JUNEAU, AK 99811-2506",(907) 465-1779,PAUL HANSEN,PO BOX 65,"KING SALMON, AK 99613",907-246-3325,056-18-39.4800N,202719.4800N,158-32-04.1500W,0570724.1500W,E,27.7,E,19E,1985,,KODIAK,00,S,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,,O,,N,NO OBJECTION,N,N,N,Y,S,S,2020-08-11,,,NONE,NONE,NONE,NONE,,,N,,122.800,N,,N,,1,0,0,0,0,0,0,,,1100,200,500,,2019-12-31,STATE,2015-12-11,STATE,2015-12-11,,,,Y,,N/A,Basic
50097.54*A,AIRPORT,A79,2021-02-25,AAL,NONE,AK,ALASKA,LAKE AND PENINSULA,AK,CHIGNIK LAKE,CHIGNIK LAKE,PU,PU,ALASKA DOT&PF SOUTHCOAST REGION,P.O. BOX 196900,"ANCHORAGE, AK 99519-6900",907-269-0760,PAUL HANSEN,PO BOX 65,"KING SALMON, AK 99613",907-246-3325,056-15-19.6400N,202519.6450N,158-46-40.1900W,0571600.1950W,E,50,E,19E,1985,,COLD BAY,00,WSW,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,1974-09-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-08-11,,,NONE,NONE,NONE,NONE,,,N,,122.800,N,,N,,0,0,0,0,0,0,0,,,500,20,200,,2019-12-31,FAA,2014-08-12,,,,,,Y,,N/A,Basic
50099.*A,AIRPORT,CZN,2021-02-25,AAL,NONE,AK,ALASKA,VALDEZ-CORDOVA,AK,CHISANA,CHISANA,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301PEGER ROAD,"FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,P.O. BOX 7,"GLENNALLEN, AK 99588",907-822-3222,062-04-18.3000N,223458.3000N,142-02-57.6600W,0511377.6600W,E,3348,E,29E,1985,,ANCHORAGE,00,N,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ORT,NORTHWAY,907-778-2219,1-800-478-6611,FAI,FAIRBANKS,1-866-248-6516,ORT,Y,1949-11-01,O,,N,NO OBJECTION,N,N,N,Y,S,C,2019-06-19,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,0,0,0,0,0,0,0,,,50,,100,,2018-12-31,FAA-EST,2015-10-22,FAA OE/AAA,2015-10-22,,TIE,,Y,,N/A,Basic
50101.*A,AIRPORT,CZO,2021-02-25,AAL,NONE,AK,ALASKA,VALDEZ-CORDOVA,AK,CHISTOCHINA,CHISTOCHINA,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709-6900",907-451-2200,JOHN HOFFMAN,P O BOX 7,"GLENALLEN, AK 99588",907-822-3222,062-33-44.4000N,225224.4000N,144-40-20.8000W,0520820.8000W,E,1860.7,S,21E,2010,,ANCHORAGE,00,SW,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,1949-11-01,O,,,NO OBJECTION,N,N,N,N,S,S,2020-08-08,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,1,,,,,,,,,400,500,700,,2019-12-31,3RD PARTY SURVEY,2013-07-10,3RD PARTY SURVEY,2013-07-10,,,CARGO,Y,,,
50103.*A,AIRPORT,CXC,2021-02-25,AAL,NONE,AK,ALASKA,VALDEZ-CORDOVA,AK,CHITINA,CHITINA,PU,PU,ALASKA DOT&PF NORTHERN REGION,"NORTHERN REGION, 2301 PEGER ROAD","FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,PO BOX 7,"GLENALLEN, AK 99588",907-822-3222,061-34-59.5300N,221699.5300N,144-25-47.2900W,0519947.2900W,E,556,S,27E,1985,,ANCHORAGE,04,N,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,1962-07-01,O,,NS1,NO OBJECTION,N,N,N,Y,S,S,2020-08-08,,,NONE,NONE,NONE,NONE,,,N,,122.900,Y,,N,,1,0,0,0,0,0,0,,,500,450,800,,2019-12-31,FAA OE/AAA,2014-06-16,NACO,1995-06-06,,TIE,CARGO,Y,,N/A,Basic
50104.37*A,AIRPORT,9A3,2021-02-25,AAL,NONE,AK,ALASKA,BETHEL,AK,CHUATHBALUK,CHUATHBALUK,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519-6900",907-269-0760,RICHARD CILETTI,BOX 73,"ANIAK, AK 99557",907-675-4345,061-34-44.6000N,221684.6000N,159-12-56.3000W,0573176.3000W,E,243.7,S,15E,2010,,MC GRATH,01,NE,138,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,1988-01-01,O,,N,NOT ANALYZED,,,,Y,C,S,2020-07-27,1987-11-05,,,,,,SEE RMK,SEE RMK,N,,122.900,Y,CG,,,0,0,0,0,0,0,0,,,500,,,,2019-12-31,NGS,2007-07-11,NGS,2007-07-11,,,,Y-L,PACH,N/A,Basic
50106.5*A,AIRPORT,CRC,2021-02-25,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CIRCLE,CIRCLE CITY,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER ROAD,"FAIRBANKS, AK 99709-6394",(907) 451-5280,SCOTT RANDBY,2301 PEGER ROAD,"FAIRBANKS, AK 99709-6394",(907) 451-5280,065-49-40.5000N,236980.5000N,144-04-34.3100W,0518674.3100W,E,613.2,E,30E,1985,,DAWSON,00,W,324,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,1988-02-01,O,,NGY,NOT ANALYZED,,,,,S,C,2019-06-18,1988-01-06,100LL,,,,,SEE RMK,SEE RMK,N,,122.900,Y,CG,,,0,0,0,0,0,0,0,,,400,500,200,10,2018-12-31,NGS,2007-07-18,NGS,2007-07-18,,TIE,,Y-L,PACR,N/A,Basic
50108.*A,AIRPORT,CHP,2021-02-25,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,CIRCLE HOT SPRINGS,CIRCLE HOT SPRINGS,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,SCOTT RANDBY,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5276,065-29-09.2700N,235749.2650N,144-36-42.0600W,0520602.0650W,E,870.2,S,30E,1985,,DAWSON,01,E,37,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,1947-09-01,O,,NS1,NO OBJECTION,N,N,N,,F,C,2019-06-18,,,NONE,NONE,NONE,NONE,,,N,,122.800,Y,,N,,4,0,0,0,0,0,0,,,1000,2200,400,,2018-12-31,FAA OE/AAA,2014-06-16,FAA OE/AAA,2006-08-09,,TIE,CARGO,Y-L,,N/A,Unclassified
50108.3*A,AIRPORT,CLP,2021-02-25,AAL,NONE,AK,ALASKA,DILLINGHAM,AK,CLARKS POINT,CLARKS POINT,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519-6900",907-269-0760,JON TAYLOR,BOX 250,"DILLINGHAM, AK 99576",907-842-5511,058-50-01.3000N,211801.3000N,158-31-45.8000W,0570705.8000W,E,79.6,E,15E,2010,,KODIAK,01,E,114,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,DLG,DILLINGHAM,907-842-5275,LC842-5275,ENA,KENAI,1-866-864-1737,CLP,Y,,O,,N,NO OBJECTION,N,N,N,Y,F,C,2018-06-13,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.900,Y,CG,N,,2,0,0,0,0,0,0,,,4000,500,1500,,2017-12-31,NGS,2007-06-21,NGS,2007-06-21,,,CARGO,Y-L,PFCL,N/A,Basic
50109.01*A,AIRPORT,Z84,2021-02-25,AAL,NONE,AK,ALASKA,DENALI,AK,CLEAR,CLEAR,PU,PU,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",(907) 451-5280,SCOTT RANDBY,2301 PEGER RD,"FAIRBANKS, AK 99709-5316",(907) 451-5280,064-18-01.4000N,231481.4000N,149-06-59.5000W,0536819.5000W,E,559.4,S,27E,1985,,FAIRBANKS,03,SE,1127,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,,O,,N,NO OBJECTION,N,N,N,N,S,S,2020-08-13,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,1,0,0,0,0,0,0,,,,0,100,0,2019-12-31,3RD PARTY SURVEY,2008-08-16,3RD PARTY SURVEY,2008-08-16,,TIE,CARGO,Y-L,PACL,N/A,Unclassified
50990.*A,AIRPORT,L20,2021-02-25,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,YUKON CHARLEY RIVERS,COAL CREEK,PU,PU,NPS YUKON-CHARLEY RIVERS NATL PRES,PO BOX 167,"EAGLE, AK 99738",907-547-2233,PARK SUPERINTENDENT,PO BOX 167,"EAGLE, AK 99738",907-547-2233,065-18-41.4700N,235121.4750N,143-08-02.8300W,0515282.8300W,E,867,E,30E,1990,,DAWSON,01,W,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,FAI,FAIRBANKS,907-474-0788,1-866-248-6516,,,,FAI,Y,1964-06-01,O,,,NO OBJECTION,,,,,S,C,2019-06-18,1993-01-25,,,,,,,,N,,122.800,N,,,,,,,,,,,,,100,,100,,2018-12-31,FAA-EST,2015-10-22,,,,,CARGO,Y,,,
